draw,capability_phi,dilemma_phi,dilemma_to_capability,n_capability_cells
168,0.010111371629542792,0.14385431023853534,14.22698279808355,47
169,0.012841038177675325,0.14385431023853534,11.202700922471518,47
170,0.012622986436574698,0.14385431023853534,11.396218395808626,47
171,0.004843681197710251,0.14385431023853534,29.699376231974036,47
172,0.010670586617878777,0.14385431023853534,13.481387236715236,47
173,0.007904608788853167,0.14385431023853534,18.198789349498764,47
174,0.01492714133396518,0.14385431023853534,9.637097085106953,47
175,0.005864204353469098,0.14385431023853534,24.530916995318417,47
176,0.010781671159029654,0.14385431023853534,13.342487274624148,47
177,0.008089789373952341,0.14385431023853534,17.78220712417065,47
178,0.008643328167653338,0.14385431023853534,16.643393314266785,47
179,0.007541995200548505,0.14385431023853534,19.073773771173084,47
180,0.009370816599732278,0.14385431023853534,15.351309964026532,47
181,0.0129733520336606,0.14385431023853534,11.088445751359526,47
182,0.010971932987287466,0.14385431023853534,13.111118196329752,47
183,0.008698082981216871,0.14385431023853534,16.538622423950475,47
184,0.004328245131601091,0.14385431023853534,33.23617444590557,47
185,0.01160915833602064,0.14385431023853534,12.391450445824946,47
186,0.008444637761110103,0.14385431023853534,17.034988866073604,47
187,0.01090909090909092,0.14385431023853534,13.186645105199059,47
188,0.007295466388744128,0.14385431023853534,19.71831581055355,47
189,0.005621925509486998,0.14385431023853534,25.58808543367948,47
190,0.00839492567751578,0.14385431023853534,17.135864659745813,47
191,0.004488490794621757,0.14385431023853534,32.04959457885173,47
192,0.0031406460911325056,0.14385431023853534,45.80404988792036,47
193,0.005052102361646552,0.14385431023853534,28.47414797661605,47
194,0.00280824458220739,0.14385431023853534,51.22570560626177,47
195,0.005347094848758043,0.14385431023853534,26.9032651014126,47
196,0.0004765308553728993,0.14385431023853534,301.8782700355576,47
197,0.005606785833400943,0.14385431023853534,25.657179445228913,47
198,0.009006211180124232,0.14385431023853534,15.97278892993391,47
199,0.003483607660706311,0.14385431023853534,41.29463597785535,47
